postId,time_diff_experiment,condition,vis,bonus,age,gender,education,p,x1,x2,lotterychoice,ev,ce,rrp
jzmvra6u,715580,circle,3,6.78,35,Female,College,0.5,10,0,13b,5,3.25,0.35
jzmvra6u,715580,circle,3,6.78,35,Female,College,0.25,20,0,13b,5,6.5,-0.3
jzmweh3b,582928,icon,1,7.61,38,Male,High school,0.5,10,0,10b,5,4.75,0.05
jzmweh3b,582928,icon,1,7.61,38,Male,High school,0.1,50,0,18b,5,3.75,0.25
jzmweh3b,582928,icon,1,7.61,38,Male,High school,0.25,20,0,15b,5,4.5,0.1
jzmvlke1,702493,icon,1,6.535,34,Female,College,0.1,50,0,19b,5,2.5,0.5
jzmvlke1,702493,icon,1,6.535,34,Female,College,0.25,20,0,15b,5,4.5,0.1
jzmvlke1,702493,icon,1,6.535,34,Female,College,0.5,10,0,11a,5,4.75,0.05
jzmvf05f,2414087,pie,2,7.04,30,Male,College,0.25,20,0,15b,5,4.5,0.1
jzmvf05f,2414087,pie,2,7.04,30,Male,College,0.5,10,0,9b,5,5.25,-0.05
jzmvf05f,2414087,pie,2,7.04,30,Male,College,0.1,50,0,14b,5,13.75,-1.75
jzmw2a5o,351850,triangle,4,6.67,24,Male,High school,0.1,50,0,8b,5,28.75,-4.75
jzmw2a5o,351850,triangle,4,6.67,24,Male,High school,0.5,10,0,16b,5,1.75,0.65
jzmw2a5o,351850,triangle,4,6.67,24,Male,High school,0.25,20,0,13b,5,6.5,-0.3
jzmvv9pb,290856,triangle,4,6.355,35,Male,High school,0.25,20,0,15b,5,4.5,0.1
jzmvv9pb,290856,triangle,4,6.355,35,Male,High school,0.5,10,0,16b,5,1.75,0.65
jzmvv9pb,290856,triangle,4,6.355,35,Male,High school,0.1,50,0,18b,5,3.75,0.25
jzmveslw,294260,none,0,8.225,40,Male,College,0.5,10,0,9a,5,5.75,-0.15
jzmveslw,294260,none,0,8.225,40,Male,College,0.1,50,0,9a,5,28.75,-4.75
jzmveslw,294260,none,0,8.225,40,Male,College,0.25,20,0,8a,5,12.5,-1.5
jzmvfbwn,398695,triangle,4,7.795,39,ஆண்,Graduate school,0.1,50,0,0b,5,48.75,-8.75
jzmvfbwn,398695,triangle,4,7.795,39,ஆண்,Graduate school,0.5,10,0,2a,5,9.25,-0.85
jzmvfbwn,398695,triangle,4,7.795,39,ஆண்,Graduate school,0.25,20,0,1a,5,19.5,-2.9
jzmw4l7y,459472,pie,2,7.775,28,Female,College,0.1,50,0,6b,5,33.75,-5.75
jzmw4l7y,459472,pie,2,7.775,28,Female,College,0.5,10,0,10b,5,4.75,0.05
jzmw4l7y,459472,pie,2,7.775,28,Female,College,0.25,20,0,10a,5,10.5,-1.1
jzmvk3qd,1037709,icon,1,7.495,28,Male,Ph.D,0.25,20,0,6a,5,14.5,-1.9
jzmvk3qd,1037709,icon,1,7.495,28,Male,Ph.D,0.5,10,0,6a,5,7.25,-0.45
jzmvk3qd,1037709,icon,1,7.495,28,Male,Ph.D,0.1,50,0,9a,5,28.75,-4.75
jzmvj6aq,273016,pie,2,6.955,36,Male,College,0.1,50,0,16b,5,8.75,-0.75
jzmvj6aq,273016,pie,2,6.955,36,Male,College,0.5,10,0,10b,5,4.75,0.05
jzmvj6aq,273016,pie,2,6.955,36,Male,College,0.25,20,0,15b,5,4.5,0.1
jzmvprwo,438128,icon,1,8.68,27,Male,High school,0.25,20,0,7b,5,12.5,-1.5
jzmvprwo,438128,icon,1,8.68,27,Male,High school,0.5,10,0,6b,5,6.75,-0.35
jzmvprwo,438128,icon,1,8.68,27,Male,High school,0.1,50,0,8b,5,28.75,-4.75
jzmvqyy5,1108292,icon,1,7.3,42,Male,College,0.25,20,0,11b,5,8.5,-0.7
jzmvqyy5,1108292,icon,1,7.3,42,Male,College,0.5,10,0,10b,5,4.75,0.05
jzmvqyy5,1108292,icon,1,7.3,42,Male,College,0.1,50,0,14b,5,13.75,-1.75
jzmw707n,243057,triangle,4,8.515,21,Male,College,0.5,10,0,10b,5,4.75,0.05
jzmw707n,243057,triangle,4,8.515,21,Male,College,0.1,50,0,10b,5,23.75,-3.75
jzmw707n,243057,triangle,4,8.515,21,Male,College,0.25,20,0,10b,5,9.5,-0.9
jzmxtds7,451623,circle,3,6.565,32,Male,College,0.5,10,0,0b,5,9.75,-0.95
jzmxtds7,451623,circle,3,6.565,32,Male,College,0.25,20,0,15b,5,4.5,0.1
jzmxtds7,451623,circle,3,6.565,32,Male,College,0.1,50,0,17b,5,6.25,-0.25
jzmz9tik,451743,triangle,4,7.02,32,Male,College,0.5,10,0,2a,5,9.25,-0.85
jzmz9tik,451743,triangle,4,7.02,32,Male,College,0.1,50,0,7a,5,33.75,-5.75
jzmz9tik,451743,triangle,4,7.02,32,Male,College,0.25,20,0,11a,5,9.5,-0.9
jzmvha4v,496014,circle,3,6.925,36,Female,High school,0.25,20,0,15b,5,4.5,0.1
jzmvha4v,496014,circle,3,6.925,36,Female,High school,0.5,10,0,10b,5,4.75,0.05
jzmvha4v,496014,circle,3,6.925,36,Female,High school,0.1,50,0,19b,5,2.5,0.5
jzmvibmt,346554,icon,1,6.955,33,Male,High school,0.1,50,0,19b,5,2.5,0.5
jzmvibmt,346554,icon,1,6.955,33,Male,High school,0.5,10,0,14b,5,2.75,0.45
jzmvibmt,346554,icon,1,6.955,33,Male,High school,0.25,20,0,17b,5,2.5,0.5
jzmz3ujw,1322139,none,0,6.7,39,Female,College,0.1,50,0,16b,5,8.75,-0.75
jzmz3ujw,1322139,none,0,6.7,39,Female,College,0.25,20,0,15b,5,4.5,0.1
jzmz3ujw,1322139,none,0,6.7,39,Female,College,0.5,10,0,15b,5,2.25,0.55
jzmviee5,308486,triangle,4,7.725,35,Male,College,0.25,20,0,15b,5,4.5,0.1
jzmviee5,308486,triangle,4,7.725,35,Male,College,0.5,10,0,10b,5,4.75,0.05
jzmviee5,308486,triangle,4,7.725,35,Male,College,0.1,50,0,16b,5,8.75,-0.75
jzmvejnt,189466,icon,1,6.9,34,Male,College,0.5,10,0,0b,5,9.75,-0.95
jzmvejnt,189466,icon,1,6.9,34,Male,College,0.25,20,0,0b,5,19.5,-2.9
jzmvejnt,189466,icon,1,6.9,34,Male,College,0.1,50,0,0b,5,48.75,-8.75
jzmxeiqw,359661,pie,2,7.495,23,Female,College,0.1,50,0,12b,5,18.75,-2.75
jzmxeiqw,359661,pie,2,7.495,23,Female,College,0.25,20,0,10b,5,9.5,-0.9
jzmxeiqw,359661,pie,2,7.495,23,Female,College,0.5,10,0,12b,5,3.75,0.25
jzmvf4hq,772075,triangle,4,7.74,39,Female,College,0.25,20,0,12b,5,7.5,-0.5
jzmvf4hq,772075,triangle,4,7.74,39,Female,College,0.5,10,0,10b,5,4.75,0.05
jzmvf4hq,772075,triangle,4,7.74,39,Female,College,0.1,50,0,17b,5,6.25,-0.25
jzmvem53,493621,bar,5,7.76,60,Male,High school,0.1,50,0,8b,5,28.75,-4.75
jzmvem53,493621,bar,5,7.76,60,Male,High school,0.25,20,0,5b,5,14.5,-1.9
jzmvem53,493621,bar,5,7.76,60,Male,High school,0.5,10,0,6b,5,6.75,-0.35
jzmw1fca,287304,triangle,4,8.93,39,Male,Graduate school,0.25,20,0,10b,5,9.5,-0.9
jzmw1fca,287304,triangle,4,8.93,39,Male,Graduate school,0.1,50,0,8b,5,28.75,-4.75
jzmw1fca,287304,triangle,4,8.93,39,Male,Graduate school,0.5,10,0,10b,5,4.75,0.05
jzmwaj1y,742512,triangle,4,7.77,33,Male,College,0.5,10,0,11a,5,4.75,0.05
jzmwaj1y,742512,triangle,4,7.77,33,Male,College,0.25,20,0,11a,5,9.5,-0.9
jzmwaj1y,742512,triangle,4,7.77,33,Male,College,0.1,50,0,13a,5,18.75,-2.75
jzmvm3po,202155,icon,1,7.775,28,Male,Ph.D,0.5,10,0,2a,5,9.25,-0.85
jzmvm3po,202155,icon,1,7.775,28,Male,Ph.D,0.25,20,0,3b,5,16.5,-2.3
jzmvm3po,202155,icon,1,7.775,28,Male,Ph.D,0.1,50,0,10b,5,23.75,-3.75
jzmwc7cm,792152,bar,5,5.44,41,Male,High school,0.1,50,0,19b,5,2.5,0.5
jzmwc7cm,792152,bar,5,5.44,41,Male,High school,0.25,20,0,12b,5,7.5,-0.5
jzmwc7cm,792152,bar,5,5.44,41,Male,High school,0.5,10,0,16b,5,1.75,0.65
jzmxsogh,515634,triangle,4,5.845,33,Male,College,0.1,50,0,12b,5,18.75,-2.75
jzmxsogh,515634,triangle,4,5.845,33,Male,College,0.25,20,0,10b,5,9.5,-0.9
jzmxsogh,515634,triangle,4,5.845,33,Male,College,0.5,10,0,7b,5,6.25,-0.25
jzmw0jzg,275712,pie,2,8.645,36,Male,Professional school,0.5,10,0,10b,5,4.75,0.05
jzmw0jzg,275712,pie,2,8.645,36,Male,Professional school,0.25,20,0,11b,5,8.5,-0.7
jzmw0jzg,275712,pie,2,8.645,36,Male,Professional school,0.1,50,0,10b,5,23.75,-3.75
jzmxtjjv,129499,icon,1,8.8,30,Male,Professional school,0.25,20,0,11b,5,8.5,-0.7
jzmxtjjv,129499,icon,1,8.8,30,Male,Professional school,0.5,10,0,7b,5,6.25,-0.25
jzmxtjjv,129499,icon,1,8.8,30,Male,Professional school,0.1,50,0,7a,5,33.75,-5.75
jzmvjvcs,573566,bar,5,7.015,25,Male,College,0.25,20,0,19b,5,1,0.8
jzmvjvcs,573566,bar,5,7.015,25,Male,College,0.5,10,0,16b,5,1.75,0.65
jzmvjvcs,573566,bar,5,7.015,25,Male,College,0.1,50,0,19b,5,2.5,0.5
jzmvjeyd,403988,none,0,8.29,41,Female,College,0.1,50,0,14b,5,13.75,-1.75
jzmvjeyd,403988,none,0,8.29,41,Female,College,0.25,20,0,10b,5,9.5,-0.9
jzmvjeyd,403988,none,0,8.29,41,Female,College,0.5,10,0,9b,5,5.25,-0.05
jzmwojt4,633993,pie,2,5.72,46,Female,College,0.5,10,0,16b,5,1.75,0.65
jzmwojt4,633993,pie,2,5.72,46,Female,College,0.1,50,0,17b,5,6.25,-0.25
jzmwojt4,633993,pie,2,5.72,46,Female,College,0.25,20,0,17b,5,2.5,0.5
jzmvjfy1,209073,icon,1,7.795,27,Male,College,0.25,20,0,0a,5,20,-3
jzmvjfy1,209073,icon,1,7.795,27,Male,College,0.1,50,0,13b,5,16.25,-2.25
jzmvjfy1,209073,icon,1,7.795,27,Male,College,0.5,10,0,17b,5,1.25,0.75
jzmwgow1,1807343,triangle,4,8.45,28,Male,College,0.1,50,0,17b,5,6.25,-0.25
jzmwgow1,1807343,triangle,4,8.45,28,Male,College,0.5,10,0,14a,5,3.25,0.35
jzmwgow1,1807343,triangle,4,8.45,28,Male,College,0.25,20,0,13b,5,6.5,-0.3
jzmvxddi,821824,circle,3,7.63,43,Male,High school,0.5,10,0,2b,5,8.75,-0.75
jzmvxddi,821824,circle,3,7.63,43,Male,High school,0.1,50,0,8b,5,28.75,-4.75
jzmvxddi,821824,circle,3,7.63,43,Male,High school,0.25,20,0,10b,5,9.5,-0.9
jzmw1ooo,384514,none,0,5.465,30,Male,Graduate school,0.5,10,0,4b,5,7.75,-0.55
jzmw1ooo,384514,none,0,5.465,30,Male,Graduate school,0.25,20,0,16b,5,3.5,0.3
jzmw1ooo,384514,none,0,5.465,30,Male,Graduate school,0.1,50,0,18b,5,3.75,0.25
jzmvrwen,846903,none,0,7.81,35,Male,Professional school,0.5,10,0,10b,5,4.75,0.05
jzmvrwen,846903,none,0,7.81,35,Male,Professional school,0.25,20,0,15b,5,4.5,0.1
jzmvrwen,846903,none,0,7.81,35,Male,Professional school,0.1,50,0,18b,5,3.75,0.25
jzmvhgyy,426280,pie,2,7.325,28,Female,High school,0.1,50,0,16a,5,11.25,-1.25
jzmvhgyy,426280,pie,2,7.325,28,Female,High school,0.25,20,0,15b,5,4.5,0.1
jzmvhgyy,426280,pie,2,7.325,28,Female,High school,0.5,10,0,10b,5,4.75,0.05
jzmvknws,1235501,icon,1,6.965,36,Female,High school,0.25,20,0,12b,5,7.5,-0.5
jzmvknws,1235501,icon,1,6.965,36,Female,High school,0.5,10,0,12b,5,3.75,0.25
jzmvknws,1235501,icon,1,6.965,36,Female,High school,0.1,50,0,17b,5,6.25,-0.25
jzmw17m3,532347,circle,3,7.2,21,Male,High school,0.1,50,0,12b,5,18.75,-2.75
jzmw17m3,532347,circle,3,7.2,21,Male,High school,0.5,10,0,10b,5,4.75,0.05
jzmw17m3,532347,circle,3,7.2,21,Male,High school,0.25,20,0,10b,5,9.5,-0.9
jzmwaml3,245967,bar,5,6.27,29,Male,Graduate school,0.25,20,0,14b,5,5.5,-0.1
jzmwaml3,245967,bar,5,6.27,29,Male,Graduate school,0.5,10,0,12b,5,3.75,0.25
jzmwaml3,245967,bar,5,6.27,29,Male,Graduate school,0.1,50,0,12b,5,18.75,-2.75
jzmvgf23,313767,pie,2,8.19,27,Male,High school,0.1,50,0,12b,5,18.75,-2.75
jzmvgf23,313767,pie,2,8.19,27,Male,High school,0.25,20,0,10b,5,9.5,-0.9
jzmvgf23,313767,pie,2,8.19,27,Male,High school,0.5,10,0,10b,5,4.75,0.05
jzmxy4wt,298166,pie,2,6.95,23,Male,College,0.1,50,0,16a,5,11.25,-1.25
jzmxy4wt,298166,pie,2,6.95,23,Male,College,0.25,20,0,14b,5,5.5,-0.1
jzmxy4wt,298166,pie,2,6.95,23,Male,College,0.5,10,0,7b,5,6.25,-0.25
jzmxkazj,280309,icon,1,5.62,31,Female,College,0.1,50,0,18b,5,3.75,0.25
jzmxkazj,280309,icon,1,5.62,31,Female,College,0.25,20,0,18b,5,1.5,0.7
jzmxkazj,280309,icon,1,5.62,31,Female,College,0.5,10,0,16b,5,1.75,0.65
jzmvfp39,575876,triangle,4,7.6,35,Female,College,0.1,50,0,0a,5,50,-9
jzmvfp39,575876,triangle,4,7.6,35,Female,College,0.25,20,0,0a,5,20,-3
jzmvfp39,575876,triangle,4,7.6,35,Female,College,0.5,10,0,0a,5,10,-1
jzmwavfy,315889,triangle,4,6.725,42,Female,Graduate school,0.25,20,0,0b,5,19.5,-2.9
jzmwavfy,315889,triangle,4,6.725,42,Female,Graduate school,0.5,10,0,19a,5,0.75,0.85
jzmwavfy,315889,triangle,4,6.725,42,Female,Graduate school,0.1,50,0,6a,5,36.25,-6.25
jzmwn7qk,315879,icon,1,7.54,35,Male,High school,0.5,10,0,9b,5,5.25,-0.05
jzmwn7qk,315879,icon,1,7.54,35,Male,High school,0.1,50,0,16b,5,8.75,-0.75
jzmwn7qk,315879,icon,1,7.54,35,Male,High school,0.25,20,0,14b,5,5.5,-0.1
jzmviv2o,542973,pie,2,8.16,28,Male,College,0.5,10,0,5b,5,7.25,-0.45
jzmviv2o,542973,pie,2,8.16,28,Male,College,0.1,50,0,6b,5,33.75,-5.75
jzmviv2o,542973,pie,2,8.16,28,Male,College,0.25,20,0,10b,5,9.5,-0.9
jzmz14r6,472058,circle,3,5.745,50,Male,High school,0.1,50,0,10b,5,23.75,-3.75
jzmz14r6,472058,circle,3,5.745,50,Male,High school,0.5,10,0,3b,5,8.25,-0.65
jzmz14r6,472058,circle,3,5.745,50,Male,High school,0.25,20,0,10b,5,9.5,-0.9
jzmvm9ro,342782,pie,2,7.165,43,Female,College,0.25,20,0,8b,5,11.5,-1.3
jzmvm9ro,342782,pie,2,7.165,43,Female,College,0.5,10,0,10b,5,4.75,0.05
jzmvm9ro,342782,pie,2,7.165,43,Female,College,0.1,50,0,14b,5,13.75,-1.75
jzmwoas9,374102,icon,1,7.4,31,Male,High school,0.5,10,0,12b,5,3.75,0.25
jzmwoas9,374102,icon,1,7.4,31,Male,High school,0.25,20,0,13b,5,6.5,-0.3
jzmwoas9,374102,icon,1,7.4,31,Male,High school,0.1,50,0,17b,5,6.25,-0.25
jzmvwj79,945951,pie,2,8.44,34,Male,College,0.25,20,0,9b,5,10.5,-1.1
jzmvwj79,945951,pie,2,8.44,34,Male,College,0.5,10,0,9b,5,5.25,-0.05
jzmvwj79,945951,pie,2,8.44,34,Male,College,0.1,50,0,9b,5,26.25,-4.25
jzmvvwty,637348,none,0,6.205,31,Male,High school,0.1,50,0,19b,5,2.5,0.5
jzmvvwty,637348,none,0,6.205,31,Male,High school,0.5,10,0,19b,5,0.5,0.9
jzmvvwty,637348,none,0,6.205,31,Male,High school,0.25,20,0,14b,5,5.5,-0.1
jzmwj0hz,700087,pie,2,7.04,31,Female,College,0.5,10,0,6b,5,6.75,-0.35
jzmwj0hz,700087,pie,2,7.04,31,Female,College,0.1,50,0,10b,5,23.75,-3.75
jzmwj0hz,700087,pie,2,7.04,31,Female,College,0.25,20,0,10b,5,9.5,-0.9
jzmvfefb,906379,circle,3,7.405,55,Female,High school,0.1,50,0,16b,5,8.75,-0.75
jzmvfefb,906379,circle,3,7.405,55,Female,High school,0.25,20,0,10b,5,9.5,-0.9
jzmvfefb,906379,circle,3,7.405,55,Female,High school,0.5,10,0,0b,5,9.75,-0.95
jzmvg8y2,685406,icon,1,6.4,39,Male,Graduate school,0.25,20,0,15b,5,4.5,0.1
jzmvg8y2,685406,icon,1,6.4,39,Male,Graduate school,0.5,10,0,12b,5,3.75,0.25
jzmvg8y2,685406,icon,1,6.4,39,Male,Graduate school,0.1,50,0,18b,5,3.75,0.25
jzmwp07g,250787,pie,2,8.805,29,Female,College,0.1,50,0,0b,5,48.75,-8.75
jzmwp07g,250787,pie,2,8.805,29,Female,College,0.5,10,0,0b,5,9.75,-0.95
jzmwp07g,250787,pie,2,8.805,29,Female,College,0.25,20,0,10b,5,9.5,-0.9
jzmvgj2i,215621,none,0,5.76,27,Male,High school,0.25,20,0,10b,5,9.5,-0.9
jzmvgj2i,215621,none,0,5.76,27,Male,High school,0.1,50,0,15b,5,11.25,-1.25
jzmvgj2i,215621,none,0,5.76,27,Male,High school,0.5,10,0,10b,5,4.75,0.05
jzmwdsar,424358,triangle,4,7.9,26,Female,College,0.5,10,0,11b,5,4.25,0.15
jzmwdsar,424358,triangle,4,7.9,26,Female,College,0.1,50,0,14b,5,13.75,-1.75
jzmwdsar,424358,triangle,4,7.9,26,Female,College,0.25,20,0,12b,5,7.5,-0.5
jzmydhwg,210106,none,0,8.135,28,Male,College,0.5,10,0,5b,5,7.25,-0.45
jzmydhwg,210106,none,0,8.135,28,Male,College,0.1,50,0,6b,5,33.75,-5.75
jzmydhwg,210106,none,0,8.135,28,Male,College,0.25,20,0,7b,5,12.5,-1.5
jzmw1vh2,854980,none,0,7.5,50,Male,College,0.5,10,0,4b,5,7.75,-0.55
jzmw1vh2,854980,none,0,7.5,50,Male,College,0.1,50,0,19b,5,2.5,0.5
jzmw1vh2,854980,none,0,7.5,50,Male,College,0.25,20,0,19b,5,1,0.8
jzmvf378,312223,icon,1,5.965,35,Male,High school,0.5,10,0,0a,5,10,-1
jzmvf378,312223,icon,1,5.965,35,Male,High school,0.25,20,0,0a,5,20,-3
jzmvf378,312223,icon,1,5.965,35,Male,High school,0.1,50,0,16b,5,8.75,-0.75
jzmy8703,386180,triangle,4,7.885,29,Male,College,0.5,10,0,2b,5,8.75,-0.75
jzmy8703,386180,triangle,4,7.885,29,Male,College,0.1,50,0,8b,5,28.75,-4.75
jzmy8703,386180,triangle,4,7.885,29,Male,College,0.25,20,0,4b,5,15.5,-2.1
jzmwx689,369562,triangle,4,7.76,28,Female,High school,0.25,20,0,11a,5,9.5,-0.9
jzmwx689,369562,triangle,4,7.76,28,Female,High school,0.5,10,0,10a,5,5.25,-0.05
jzmwx689,369562,triangle,4,7.76,28,Female,High school,0.1,50,0,14a,5,16.25,-2.25
jzmvf4no,534140,bar,5,6.305,49,Male,College,0.1,50,0,14b,5,13.75,-1.75
jzmvf4no,534140,bar,5,6.305,49,Male,College,0.5,10,0,14b,5,2.75,0.45
jzmvf4no,534140,bar,5,6.305,49,Male,College,0.25,20,0,14b,5,5.5,-0.1
jzmwev1q,808797,none,0,6.73,28,Male,College,0.25,20,0,13b,5,6.5,-0.3
jzmwev1q,808797,none,0,6.73,28,Male,College,0.1,50,0,17b,5,6.25,-0.25
jzmwev1q,808797,none,0,6.73,28,Male,College,0.5,10,0,9b,5,5.25,-0.05
jzmvfnrd,916186,none,0,6.535,39,Female,College,0.5,10,0,12b,5,3.75,0.25
jzmvfnrd,916186,none,0,6.535,39,Female,College,0.25,20,0,17b,5,2.5,0.5
jzmvfnrd,916186,none,0,6.535,39,Female,College,0.1,50,0,18b,5,3.75,0.25
jzmwfn9h,622903,none,0,7.88,35,Female,College,0.25,20,0,15b,5,4.5,0.1
jzmwfn9h,622903,none,0,7.88,35,Female,College,0.5,10,0,16b,5,1.75,0.65
jzmwfn9h,622903,none,0,7.88,35,Female,College,0.1,50,0,17b,5,6.25,-0.25
jzmwow1v,491435,circle,3,6.735,25,Male,College,0.1,50,0,16b,5,8.75,-0.75
jzmwow1v,491435,circle,3,6.735,25,Male,College,0.25,20,0,13a,5,7.5,-0.5
jzmwow1v,491435,circle,3,6.735,25,Male,College,0.5,10,0,10a,5,5.25,-0.05
jzmvfgdt,813504,pie,2,7.2,58,Female,College,0.25,20,0,10a,5,10.5,-1.1
jzmvfgdt,813504,pie,2,7.2,58,Female,College,0.1,50,0,5a,5,38.75,-6.75
jzmvfgdt,813504,pie,2,7.2,58,Female,College,0.5,10,0,3b,5,8.25,-0.65
jzmvffwk,444977,bar,5,7.355,26,Female,College,0.1,50,0,18b,5,3.75,0.25
jzmvffwk,444977,bar,5,7.355,26,Female,College,0.5,10,0,16b,5,1.75,0.65
jzmvffwk,444977,bar,5,7.355,26,Female,College,0.25,20,0,16b,5,3.5,0.3
jzmvel36,228265,bar,5,6.62,47,Unspecified,College,0.5,10,0,19b,5,0.5,0.9
jzmvel36,228265,bar,5,6.62,47,Unspecified,College,0.1,50,0,19b,5,2.5,0.5
jzmvel36,228265,bar,5,6.62,47,Unspecified,College,0.25,20,0,19b,5,1,0.8
jzmvi8wv,1693703,none,0,7.585,25,Male,Professional school,0.25,20,0,11a,5,9.5,-0.9
jzmvi8wv,1693703,none,0,7.585,25,Male,Professional school,0.5,10,0,11b,5,4.25,0.15
jzmvi8wv,1693703,none,0,7.585,25,Male,Professional school,0.1,50,0,9a,5,28.75,-4.75
jzmy9bgk,563576,pie,2,7.645,27,Male,Graduate school,0.25,20,0,5b,5,14.5,-1.9
jzmy9bgk,563576,pie,2,7.645,27,Male,Graduate school,0.5,10,0,9b,5,5.25,-0.05
jzmy9bgk,563576,pie,2,7.645,27,Male,Graduate school,0.1,50,0,8b,5,28.75,-4.75
jzmw7slx,663309,none,0,7.125,23,Female,College,0.1,50,0,14b,5,13.75,-1.75
jzmw7slx,663309,none,0,7.125,23,Female,College,0.5,10,0,10b,5,4.75,0.05
jzmw7slx,663309,none,0,7.125,23,Female,College,0.25,20,0,10b,5,9.5,-0.9
jzmvlo0y,1020949,bar,5,8.195,37,Female,High school,0.25,20,0,18a,5,2.5,0.5
jzmvlo0y,1020949,bar,5,8.195,37,Female,High school,0.1,50,0,18b,5,3.75,0.25
jzmvlo0y,1020949,bar,5,8.195,37,Female,High school,0.5,10,0,15b,5,2.25,0.55
jzmxqu20,245813,triangle,4,8.49,28,Male,Professional school,0.1,50,0,9b,5,26.25,-4.25
jzmxqu20,245813,triangle,4,8.49,28,Male,Professional school,0.25,20,0,3b,5,16.5,-2.3
jzmxqu20,245813,triangle,4,8.49,28,Male,Professional school,0.5,10,0,2b,5,8.75,-0.75
jzmvjdor,455771,none,0,6.11,43,Male,College,0.25,20,0,15b,5,4.5,0.1
jzmvjdor,455771,none,0,6.11,43,Male,College,0.5,10,0,11b,5,4.25,0.15
jzmvjdor,455771,none,0,6.11,43,Male,College,0.1,50,0,19b,5,2.5,0.5
jzmvjn6c,540504,circle,3,7.635,35,Male,Graduate school,0.25,20,0,15b,5,4.5,0.1
jzmvjn6c,540504,circle,3,7.635,35,Male,Graduate school,0.5,10,0,8b,5,5.75,-0.15
jzmvjn6c,540504,circle,3,7.635,35,Male,Graduate school,0.1,50,0,16b,5,8.75,-0.75
jzmx2tj8,395586,circle,3,7.875,25,Male,Professional school,0.1,50,0,7a,5,33.75,-5.75
jzmx2tj8,395586,circle,3,7.875,25,Male,Professional school,0.5,10,0,5b,5,7.25,-0.45
jzmx2tj8,395586,circle,3,7.875,25,Male,Professional school,0.25,20,0,4b,5,15.5,-2.1
jzmvkwlv,694014,triangle,4,7.77,31,Male,College,0.5,10,0,11b,5,4.25,0.15
jzmvkwlv,694014,triangle,4,7.77,31,Male,College,0.1,50,0,17b,5,6.25,-0.25
jzmvkwlv,694014,triangle,4,7.77,31,Male,College,0.25,20,0,12b,5,7.5,-0.5
jzmvww5c,704581,icon,1,8.215,25,Male,Graduate school,0.1,50,0,16b,5,8.75,-0.75
jzmvww5c,704581,icon,1,8.215,25,Male,Graduate school,0.25,20,0,15b,5,4.5,0.1
jzmvww5c,704581,icon,1,8.215,25,Male,Graduate school,0.5,10,0,14b,5,2.75,0.45
jzmx04g8,150656,none,0,6.615,35,Male,High school,0.25,20,0,5b,5,14.5,-1.9
jzmx04g8,150656,none,0,6.615,35,Male,High school,0.1,50,0,8b,5,28.75,-4.75
jzmx04g8,150656,none,0,6.615,35,Male,High school,0.5,10,0,0b,5,9.75,-0.95
jzmvjofr,209056,circle,3,8.065,24,Female,High school,0.1,50,0,0a,5,50,-9
jzmvjofr,209056,circle,3,8.065,24,Female,High school,0.5,10,0,10b,5,4.75,0.05
jzmvjofr,209056,circle,3,8.065,24,Female,High school,0.25,20,0,15b,5,4.5,0.1
jzmw93az,446941,triangle,4,6.935,25,Male,College,0.5,10,0,10b,5,4.75,0.05
jzmw93az,446941,triangle,4,6.935,25,Male,College,0.1,50,0,12b,5,18.75,-2.75
jzmw93az,446941,triangle,4,6.935,25,Male,College,0.25,20,0,10b,5,9.5,-0.9
jzmwl1hf,226851,bar,5,7.405,32,Male,College,0.25,20,0,15b,5,4.5,0.1
jzmwl1hf,226851,bar,5,7.405,32,Male,College,0.5,10,0,16b,5,1.75,0.65
jzmwl1hf,226851,bar,5,7.405,32,Male,College,0.1,50,0,18b,5,3.75,0.25
jzmy2w7b,733866,bar,5,7.16,31,Male,Graduate school,0.5,10,0,0b,5,9.75,-0.95
jzmy2w7b,733866,bar,5,7.16,31,Male,Graduate school,0.1,50,0,8b,5,28.75,-4.75
jzmy2w7b,733866,bar,5,7.16,31,Male,Graduate school,0.25,20,0,5b,5,14.5,-1.9
jzmweqwb,76595,none,0,8.06,26,Male,College,0.5,10,0,7a,5,6.75,-0.35
jzmweqwb,76595,none,0,8.06,26,Male,College,0.25,20,0,6b,5,13.5,-1.7
jzmweqwb,76595,none,0,8.06,26,Male,College,0.1,50,0,2b,5,43.75,-7.75
jzmvoxrq,546857,icon,1,8.425,21,Male,High school,0.1,50,0,8b,5,28.75,-4.75
jzmvoxrq,546857,icon,1,8.425,21,Male,High school,0.5,10,0,5b,5,7.25,-0.45
jzmvoxrq,546857,icon,1,8.425,21,Male,High school,0.25,20,0,7b,5,12.5,-1.5
jzmws2yl,272025,bar,5,8.28,26,Male,Graduate school,0.1,50,0,8b,5,28.75,-4.75
jzmws2yl,272025,bar,5,8.28,26,Male,Graduate school,0.25,20,0,10b,5,9.5,-0.9
jzmws2yl,272025,bar,5,8.28,26,Male,Graduate school,0.5,10,0,9b,5,5.25,-0.05
jzmvgt2d,791203,circle,3,7.765,32,Male,Graduate school,0.1,50,0,11a,5,23.75,-3.75
jzmvgt2d,791203,circle,3,7.765,32,Male,Graduate school,0.5,10,0,8b,5,5.75,-0.15
jzmvgt2d,791203,circle,3,7.765,32,Male,Graduate school,0.25,20,0,5b,5,14.5,-1.9
