postId,time_diff_experiment,condition,vis,bonus,age,gender,education,p,x1,x2,lotterychoice,ev,ce,rrp
jzmvy0tm,630338,triangle,4,8.98,25,Male,College,0.1,50,0,8b,5,28.75,-4.75
jzmvy0tm,630338,triangle,4,8.98,25,Male,College,0.25,20,0,5b,5,14.5,-1.9
jzmvy0tm,630338,triangle,4,8.98,25,Male,College,0.5,10,0,10b,5,4.75,0.05
jzmvygzb,240570,icon,1,7.4,44,Male,College,0.5,10,0,0b,5,9.75,-0.95
jzmvygzb,240570,icon,1,7.4,44,Male,College,0.25,20,0,0b,5,19.5,-2.9
jzmvygzb,240570,icon,1,7.4,44,Male,College,0.1,50,0,0b,5,48.75,-8.75
jzmvjikh,569810,triangle,4,7.37,31,Female,High school,0.1,50,0,13b,5,16.25,-2.25
jzmvjikh,569810,triangle,4,7.37,31,Female,High school,0.5,10,0,9b,5,5.25,-0.05
jzmvjikh,569810,triangle,4,7.37,31,Female,High school,0.25,20,0,10b,5,9.5,-0.9
jzmwfffs,99898,bar,5,7.79,25,Male,Professional school,0.1,50,0,7b,5,31.25,-5.25
jzmwfffs,99898,bar,5,7.79,25,Male,Professional school,0.5,10,0,7b,5,6.25,-0.25
jzmwfffs,99898,bar,5,7.79,25,Male,Professional school,0.25,20,0,8b,5,11.5,-1.3
jzmwrumj,272579,triangle,4,8.1,51,Male,Graduate school,0.1,50,0,0b,5,48.75,-8.75
jzmwrumj,272579,triangle,4,8.1,51,Male,Graduate school,0.5,10,0,0b,5,9.75,-0.95
jzmwrumj,272579,triangle,4,8.1,51,Male,Graduate school,0.25,20,0,0b,5,19.5,-2.9
jzmw864s,343165,none,0,5.73,37,Male,High school,0.5,10,0,10b,5,4.75,0.05
jzmw864s,343165,none,0,5.73,37,Male,High school,0.25,20,0,10b,5,9.5,-0.9
jzmw864s,343165,none,0,5.73,37,Male,High school,0.1,50,0,12b,5,18.75,-2.75
jzmvhycy,430010,none,0,8.185,32,Male,College,0.25,20,0,18b,5,1.5,0.7
jzmvhycy,430010,none,0,8.185,32,Male,College,0.1,50,0,18b,5,3.75,0.25
jzmvhycy,430010,none,0,8.185,32,Male,College,0.5,10,0,18b,5,0.75,0.85
jzmy0gs0,708679,icon,1,8.65,29,Male,Professional school,0.25,20,0,2b,5,17.5,-2.5
jzmy0gs0,708679,icon,1,8.65,29,Male,Professional school,0.5,10,0,14b,5,2.75,0.45
jzmy0gs0,708679,icon,1,8.65,29,Male,Professional school,0.1,50,0,0b,5,48.75,-8.75
jzmvev67,1063894,icon,1,6.15,31,Male,Professional school,0.5,10,0,6b,5,6.75,-0.35
jzmvev67,1063894,icon,1,6.15,31,Male,Professional school,0.1,50,0,18b,5,3.75,0.25
jzmvev67,1063894,icon,1,6.15,31,Male,Professional school,0.25,20,0,10b,5,9.5,-0.9
jzmvxk9y,537813,triangle,4,7.26,39,Male,College,0.1,50,0,18b,5,3.75,0.25
jzmvxk9y,537813,triangle,4,7.26,39,Male,College,0.5,10,0,10b,5,4.75,0.05
jzmvxk9y,537813,triangle,4,7.26,39,Male,College,0.25,20,0,13b,5,6.5,-0.3
jzmvq73c,601374,triangle,4,6.555,47,Female,College,0.5,10,0,9b,5,5.25,-0.05
jzmvq73c,601374,triangle,4,6.555,47,Female,College,0.25,20,0,19b,5,1,0.8
jzmvq73c,601374,triangle,4,6.555,47,Female,College,0.1,50,0,19b,5,2.5,0.5
jzmy65gj,468315,icon,1,6.36,33,Female,Professional school,0.5,10,0,8b,5,5.75,-0.15
jzmy65gj,468315,icon,1,6.36,33,Female,Professional school,0.25,20,0,10b,5,9.5,-0.9
jzmy65gj,468315,icon,1,6.36,33,Female,Professional school,0.1,50,0,16b,5,8.75,-0.75
jzmvge0m,529951,icon,1,6.86,27,Male,College,0.1,50,0,11b,5,21.25,-3.25
jzmvge0m,529951,icon,1,6.86,27,Male,College,0.5,10,0,0a,5,10,-1
jzmvge0m,529951,icon,1,6.86,27,Male,College,0.25,20,0,0a,5,20,-3
jzmveqn7,1318885,pie,2,8.78,38,Male,Graduate school,0.5,10,0,0a,5,10,-1
jzmveqn7,1318885,pie,2,8.78,38,Male,Graduate school,0.1,50,0,4b,5,38.75,-6.75
jzmveqn7,1318885,pie,2,8.78,38,Male,Graduate school,0.25,20,0,5b,5,14.5,-1.9
jzmw2x1q,536110,icon,1,7.95,31,Female,College,0.25,20,0,5b,5,14.5,-1.9
jzmw2x1q,536110,icon,1,7.95,31,Female,College,0.5,10,0,9b,5,5.25,-0.05
jzmw2x1q,536110,icon,1,7.95,31,Female,College,0.1,50,0,6b,5,33.75,-5.75
jzmwqljc,180810,icon,1,8.63,25,Female,High school,0.1,50,0,3b,5,41.25,-7.25
jzmwqljc,180810,icon,1,8.63,25,Female,High school,0.25,20,0,6a,5,14.5,-1.9
jzmwqljc,180810,icon,1,8.63,25,Female,High school,0.5,10,0,8a,5,6.25,-0.25
jzmy7ru5,491601,pie,2,7.545,45,Female,College,0.5,10,0,10b,5,4.75,0.05
jzmy7ru5,491601,pie,2,7.545,45,Female,College,0.1,50,0,6b,5,33.75,-5.75
jzmy7ru5,491601,pie,2,7.545,45,Female,College,0.25,20,0,14b,5,5.5,-0.1
jzmvf5y5,556346,icon,1,8.13,31,Male,High school,0.25,20,0,17a,5,3.5,0.3
jzmvf5y5,556346,icon,1,8.13,31,Male,High school,0.1,50,0,17a,5,8.75,-0.75
jzmvf5y5,556346,icon,1,8.13,31,Male,High school,0.5,10,0,17a,5,1.75,0.65
jzmvt1li,389800,bar,5,5.44,49,Female,College,0.5,10,0,10a,5,5.25,-0.05
jzmvt1li,389800,bar,5,5.44,49,Female,College,0.25,20,0,19b,5,1,0.8
jzmvt1li,389800,bar,5,5.44,49,Female,College,0.1,50,0,19b,5,2.5,0.5
jzmwaeki,329453,bar,5,5.725,37,Male,High school,0.25,20,0,18b,5,1.5,0.7
jzmwaeki,329453,bar,5,5.725,37,Male,High school,0.5,10,0,19b,5,0.5,0.9
jzmwaeki,329453,bar,5,5.725,37,Male,High school,0.1,50,0,19b,5,2.5,0.5
jzmvnjq6,164180,pie,2,7.555,28,Male,Professional school,0.1,50,0,6b,5,33.75,-5.75
jzmvnjq6,164180,pie,2,7.555,28,Male,Professional school,0.25,20,0,11b,5,8.5,-0.7
jzmvnjq6,164180,pie,2,7.555,28,Male,Professional school,0.5,10,0,11b,5,4.25,0.15
jzmwqano,264294,bar,5,7.6,24,Female,College,0.1,50,0,18b,5,3.75,0.25
jzmwqano,264294,bar,5,7.6,24,Female,College,0.5,10,0,10b,5,4.75,0.05
jzmwqano,264294,bar,5,7.6,24,Female,College,0.25,20,0,0b,5,19.5,-2.9
jzmvk3ly,581329,icon,1,7.325,23,Male,High school,0.5,10,0,11a,5,4.75,0.05
jzmvk3ly,581329,icon,1,7.325,23,Male,High school,0.1,50,0,16b,5,8.75,-0.75
jzmvk3ly,581329,icon,1,7.325,23,Male,High school,0.25,20,0,13b,5,6.5,-0.3
jzmvgly8,234165,pie,2,6.725,28,Male,Professional school,0.5,10,0,5b,5,7.25,-0.45
jzmvgly8,234165,pie,2,6.725,28,Male,Professional school,0.1,50,0,11b,5,21.25,-3.25
jzmvgly8,234165,pie,2,6.725,28,Male,Professional school,0.25,20,0,11b,5,8.5,-0.7
jzmvl453,926214,circle,3,6.93,37,Female,College,0.1,50,0,12a,5,21.25,-3.25
jzmvl453,926214,circle,3,6.93,37,Female,College,0.25,20,0,14a,5,6.5,-0.3
jzmvl453,926214,circle,3,6.93,37,Female,College,0.5,10,0,0a,5,10,-1
jzmvryol,138781,pie,2,8.48,21,Male,College,0.1,50,0,8b,5,28.75,-4.75
jzmvryol,138781,pie,2,8.48,21,Male,College,0.25,20,0,10b,5,9.5,-0.9
jzmvryol,138781,pie,2,8.48,21,Male,College,0.5,10,0,7b,5,6.25,-0.25
jzmviyt8,482332,circle,3,7.405,32,Male,College,0.5,10,0,7b,5,6.25,-0.25
jzmviyt8,482332,circle,3,7.405,32,Male,College,0.1,50,0,0b,5,48.75,-8.75
jzmviyt8,482332,circle,3,7.405,32,Male,College,0.25,20,0,0b,5,19.5,-2.9
jzmvw3c1,1287782,circle,3,6.135,49,Female,College,0.25,20,0,13b,5,6.5,-0.3
jzmvw3c1,1287782,circle,3,6.135,49,Female,College,0.5,10,0,6b,5,6.75,-0.35
jzmvw3c1,1287782,circle,3,6.135,49,Female,College,0.1,50,0,17b,5,6.25,-0.25
jzmvxjzp,603091,bar,5,7.485,40,Female,High school,0.5,10,0,10b,5,4.75,0.05
jzmvxjzp,603091,bar,5,7.485,40,Female,High school,0.25,20,0,14b,5,5.5,-0.1
jzmvxjzp,603091,bar,5,7.485,40,Female,High school,0.1,50,0,17b,5,6.25,-0.25
jzmvz64v,1301073,bar,5,6.22,35,Male,College,0.5,10,0,11b,5,4.25,0.15
jzmvz64v,1301073,bar,5,6.22,35,Male,College,0.1,50,0,10b,5,23.75,-3.75
jzmvz64v,1301073,bar,5,6.22,35,Male,College,0.25,20,0,6b,5,13.5,-1.7
jzmvjx4z,1047075,icon,1,7,25,Male,College,0.25,20,0,0b,5,19.5,-2.9
jzmvjx4z,1047075,icon,1,7,25,Male,College,0.5,10,0,0b,5,9.75,-0.95
jzmvjx4z,1047075,icon,1,7,25,Male,College,0.1,50,0,0a,5,50,-9
jzmvfb90,449990,circle,3,5.68,30,Male,College,0.25,20,0,10b,5,9.5,-0.9
jzmvfb90,449990,circle,3,5.68,30,Male,College,0.5,10,0,6b,5,6.75,-0.35
jzmvfb90,449990,circle,3,5.68,30,Male,College,0.1,50,0,16b,5,8.75,-0.75
jzmwlhuh,630411,pie,2,6.825,34,Male,Graduate school,0.25,20,0,14b,5,5.5,-0.1
jzmwlhuh,630411,pie,2,6.825,34,Male,Graduate school,0.5,10,0,4b,5,7.75,-0.55
jzmwlhuh,630411,pie,2,6.825,34,Male,Graduate school,0.1,50,0,19b,5,2.5,0.5
jzmvjti5,858393,bar,5,6.295,33,Female,High school,0.1,50,0,17b,5,6.25,-0.25
jzmvjti5,858393,bar,5,6.295,33,Female,High school,0.25,20,0,15b,5,4.5,0.1
jzmvjti5,858393,bar,5,6.295,33,Female,High school,0.5,10,0,12b,5,3.75,0.25
jzmveoql,417231,bar,5,7.06,36,Male,High school,0.25,20,0,15a,5,5.5,-0.1
jzmveoql,417231,bar,5,7.06,36,Male,High school,0.1,50,0,19a,5,3.75,0.25
jzmveoql,417231,bar,5,7.06,36,Male,High school,0.5,10,0,10b,5,4.75,0.05
jzmx1j75,584875,bar,5,7.005,30,Female,College,0.25,20,0,15b,5,4.5,0.1
jzmx1j75,584875,bar,5,7.005,30,Female,College,0.1,50,0,14b,5,13.75,-1.75
jzmx1j75,584875,bar,5,7.005,30,Female,College,0.5,10,0,10b,5,4.75,0.05
jzmviqyl,298517,bar,5,7.355,25,Male,College,0.25,20,0,12b,5,7.5,-0.5
jzmviqyl,298517,bar,5,7.355,25,Male,College,0.1,50,0,12b,5,18.75,-2.75
jzmviqyl,298517,bar,5,7.355,25,Male,College,0.5,10,0,14b,5,2.75,0.45
jzmvi9qd,701817,circle,3,5.97,56,Male,High school,0.5,10,0,6b,5,6.75,-0.35
jzmvi9qd,701817,circle,3,5.97,56,Male,High school,0.1,50,0,14b,5,13.75,-1.75
jzmvi9qd,701817,circle,3,5.97,56,Male,High school,0.25,20,0,10b,5,9.5,-0.9
jzmvfr58,431897,icon,1,7.51,38,Male,Graduate school,0.1,50,0,19b,5,2.5,0.5
jzmvfr58,431897,icon,1,7.51,38,Male,Graduate school,0.25,20,0,19b,5,1,0.8
jzmvfr58,431897,icon,1,7.51,38,Male,Graduate school,0.5,10,0,19b,5,0.5,0.9
jzmwkl48,366854,bar,5,7.995,21,Female,High school,0.1,50,0,8b,5,28.75,-4.75
jzmwkl48,366854,bar,5,7.995,21,Female,High school,0.25,20,0,6b,5,13.5,-1.7
jzmwkl48,366854,bar,5,7.995,21,Female,High school,0.5,10,0,3b,5,8.25,-0.65
jzmvn3mi,209729,bar,5,6.895,29,Female,College,0.25,20,0,12b,5,7.5,-0.5
jzmvn3mi,209729,bar,5,6.895,29,Female,College,0.1,50,0,13b,5,16.25,-2.25
jzmvn3mi,209729,bar,5,6.895,29,Female,College,0.5,10,0,10b,5,4.75,0.05
jzmvgkjd,304593,triangle,4,7.395,47,Male,College,0.1,50,0,15b,5,11.25,-1.25
jzmvgkjd,304593,triangle,4,7.395,47,Male,College,0.5,10,0,6b,5,6.75,-0.35
jzmvgkjd,304593,triangle,4,7.395,47,Male,College,0.25,20,0,8b,5,11.5,-1.3
jzmvgswb,734770,none,0,7.21,24,Male,College,0.1,50,0,18b,5,3.75,0.25
jzmvgswb,734770,none,0,7.21,24,Male,College,0.25,20,0,15b,5,4.5,0.1
jzmvgswb,734770,none,0,7.21,24,Male,College,0.5,10,0,11a,5,4.75,0.05
jzmvv1mq,459909,pie,2,8.04,32,Female,College,0.5,10,0,17a,5,1.75,0.65
jzmvv1mq,459909,pie,2,8.04,32,Female,College,0.1,50,0,19b,5,2.5,0.5
jzmvv1mq,459909,pie,2,8.04,32,Female,College,0.25,20,0,15a,5,5.5,-0.1
jzmvowie,3620137,icon,1,6.57,24,Male,College,0.1,50,0,12a,5,21.25,-3.25
jzmvowie,3620137,icon,1,6.57,24,Male,College,0.25,20,0,0b,5,19.5,-2.9
jzmvowie,3620137,icon,1,6.57,24,Male,College,0.5,10,0,15b,5,2.25,0.55
jzmvqa0t,323323,icon,1,7.27,32,Male,College,0.5,10,0,6a,5,7.25,-0.45
jzmvqa0t,323323,icon,1,7.27,32,Male,College,0.1,50,0,5a,5,38.75,-6.75
jzmvqa0t,323323,icon,1,7.27,32,Male,College,0.25,20,0,4a,5,16.5,-2.3
jzmyjbp0,1869505,none,0,7.675,31,Female,College,0.25,20,0,5b,5,14.5,-1.9
jzmyjbp0,1869505,none,0,7.675,31,Female,College,0.1,50,0,13b,5,16.25,-2.25
jzmyjbp0,1869505,none,0,7.675,31,Female,College,0.5,10,0,0b,5,9.75,-0.95
jzmw05ld,96516,none,0,8.2,31,Male,Graduate school,0.1,50,0,6b,5,33.75,-5.75
jzmw05ld,96516,none,0,8.2,31,Male,Graduate school,0.25,20,0,8b,5,11.5,-1.3
jzmw05ld,96516,none,0,8.2,31,Male,Graduate school,0.5,10,0,0a,5,10,-1
jzmwoa35,382568,bar,5,7.58,31,Male,College,0.1,50,0,16b,5,8.75,-0.75
jzmwoa35,382568,bar,5,7.58,31,Male,College,0.5,10,0,9b,5,5.25,-0.05
jzmwoa35,382568,bar,5,7.58,31,Male,College,0.25,20,0,15b,5,4.5,0.1
jzmw4jig,315499,triangle,4,7.535,39,Female,High school,0.5,10,0,10b,5,4.75,0.05
jzmw4jig,315499,triangle,4,7.535,39,Female,High school,0.25,20,0,16b,5,3.5,0.3
jzmw4jig,315499,triangle,4,7.535,39,Female,High school,0.1,50,0,18b,5,3.75,0.25
jzmwq3ac,685222,bar,5,7.32,36,Male,College,0.5,10,0,18b,5,0.75,0.85
jzmwq3ac,685222,bar,5,7.32,36,Male,College,0.1,50,0,16b,5,8.75,-0.75
jzmwq3ac,685222,bar,5,7.32,36,Male,College,0.25,20,0,10b,5,9.5,-0.9
jzmvfvg5,330744,none,0,6.8,30,Male,College,0.25,20,0,15a,5,5.5,-0.1
jzmvfvg5,330744,none,0,6.8,30,Male,College,0.1,50,0,17a,5,8.75,-0.75
jzmvfvg5,330744,none,0,6.8,30,Male,College,0.5,10,0,9a,5,5.75,-0.15
jzmverlm,1082367,circle,3,8.45,29,Male,High school,0.1,50,0,10b,5,23.75,-3.75
jzmverlm,1082367,circle,3,8.45,29,Male,High school,0.25,20,0,10b,5,9.5,-0.9
jzmverlm,1082367,circle,3,8.45,29,Male,High school,0.5,10,0,6b,5,6.75,-0.35
jzmvyr5y,310849,circle,3,8.1,26,Male,High school,0.5,10,0,8b,5,5.75,-0.15
jzmvyr5y,310849,circle,3,8.1,26,Male,High school,0.1,50,0,12b,5,18.75,-2.75
jzmvyr5y,310849,circle,3,8.1,26,Male,High school,0.25,20,0,11b,5,8.5,-0.7
jzmvhem8,437645,icon,1,6.265,40,Male,High school,0.5,10,0,10b,5,4.75,0.05
jzmvhem8,437645,icon,1,6.265,40,Male,High school,0.25,20,0,15b,5,4.5,0.1
jzmvhem8,437645,icon,1,6.265,40,Male,High school,0.1,50,0,17b,5,6.25,-0.25
jzmxxtup,296216,none,0,5.975,27,Female,College,0.25,20,0,11b,5,8.5,-0.7
jzmxxtup,296216,none,0,5.975,27,Female,College,0.5,10,0,9b,5,5.25,-0.05
jzmxxtup,296216,none,0,5.975,27,Female,College,0.1,50,0,0b,5,48.75,-8.75
jzmvegj1,217079,triangle,4,5.92,42,Male,College,0.1,50,0,16b,5,8.75,-0.75
jzmvegj1,217079,triangle,4,5.92,42,Male,College,0.5,10,0,0b,5,9.75,-0.95
jzmvegj1,217079,triangle,4,5.92,42,Male,College,0.25,20,0,10b,5,9.5,-0.9
jzmvet0t,198972,bar,5,7.745,22,Male,College,0.25,20,0,11b,5,8.5,-0.7
jzmvet0t,198972,bar,5,7.745,22,Male,College,0.5,10,0,8b,5,5.75,-0.15
jzmvet0t,198972,bar,5,7.745,22,Male,College,0.1,50,0,9b,5,26.25,-4.25
jzmvfggr,575336,circle,3,7.47,37,Male,Graduate school,0.25,20,0,15b,5,4.5,0.1
jzmvfggr,575336,circle,3,7.47,37,Male,Graduate school,0.1,50,0,18b,5,3.75,0.25
jzmvfggr,575336,circle,3,7.47,37,Male,Graduate school,0.5,10,0,12b,5,3.75,0.25
jzmvfy62,595993,none,0,9.185,25,Male,College,0.5,10,0,6b,5,6.75,-0.35
jzmvfy62,595993,none,0,9.185,25,Male,College,0.25,20,0,7b,5,12.5,-1.5
jzmvfy62,595993,none,0,9.185,25,Male,College,0.1,50,0,10b,5,23.75,-3.75
jzmw0t7x,1021311,circle,3,8.535,32,Male,College,0.25,20,0,5b,5,14.5,-1.9
jzmw0t7x,1021311,circle,3,8.535,32,Male,College,0.1,50,0,10b,5,23.75,-3.75
jzmw0t7x,1021311,circle,3,8.535,32,Male,College,0.5,10,0,0b,5,9.75,-0.95
jzmxf960,706080,triangle,4,7.64,61,Female,College,0.25,20,0,15b,5,4.5,0.1
jzmxf960,706080,triangle,4,7.64,61,Female,College,0.1,50,0,16b,5,8.75,-0.75
jzmxf960,706080,triangle,4,7.64,61,Female,College,0.5,10,0,10b,5,4.75,0.05
jzmvx11f,672752,pie,2,8.215,30,Male,Graduate school,0.25,20,0,4b,5,15.5,-2.1
jzmvx11f,672752,pie,2,8.215,30,Male,Graduate school,0.5,10,0,13b,5,3.25,0.35
jzmvx11f,672752,pie,2,8.215,30,Male,Graduate school,0.1,50,0,9b,5,26.25,-4.25
jzmw4o7s,1054352,pie,2,7.34,48,Female,College,0.1,50,0,16b,5,8.75,-0.75
jzmw4o7s,1054352,pie,2,7.34,48,Female,College,0.5,10,0,10b,5,4.75,0.05
jzmw4o7s,1054352,pie,2,7.34,48,Female,College,0.25,20,0,12b,5,7.5,-0.5
jzmwti5v,508153,triangle,4,5.955,56,Female,College,0.5,10,0,0b,5,9.75,-0.95
jzmwti5v,508153,triangle,4,5.955,56,Female,College,0.25,20,0,10b,5,9.5,-0.9
jzmwti5v,508153,triangle,4,5.955,56,Female,College,0.1,50,0,0b,5,48.75,-8.75
jzmvfbd3,323141,pie,2,7.84,48,Male,Graduate school,0.5,10,0,10b,5,4.75,0.05
jzmvfbd3,323141,pie,2,7.84,48,Male,Graduate school,0.25,20,0,10b,5,9.5,-0.9
jzmvfbd3,323141,pie,2,7.84,48,Male,Graduate school,0.1,50,0,6a,5,36.25,-6.25
jzmvgwde,487397,pie,2,6.31,32,Female,Graduate school,0.1,50,0,12b,5,18.75,-2.75
jzmvgwde,487397,pie,2,6.31,32,Female,Graduate school,0.25,20,0,17b,5,2.5,0.5
jzmvgwde,487397,pie,2,6.31,32,Female,Graduate school,0.5,10,0,16b,5,1.75,0.65
jzmvr5nt,403430,triangle,4,5.29,29,Male,High school,0.5,10,0,1b,5,9.25,-0.85
jzmvr5nt,403430,triangle,4,5.29,29,Male,High school,0.1,50,0,8b,5,28.75,-4.75
jzmvr5nt,403430,triangle,4,5.29,29,Male,High school,0.25,20,0,10b,5,9.5,-0.9
jzmx3op6,228017,icon,1,7.985,26,Female,College,0.1,50,0,4b,5,38.75,-6.75
jzmx3op6,228017,icon,1,7.985,26,Female,College,0.5,10,0,11b,5,4.25,0.15
jzmx3op6,228017,icon,1,7.985,26,Female,College,0.25,20,0,14b,5,5.5,-0.1
jzmve7t1,411381,bar,5,9.175,30,Female,College,0.5,10,0,10b,5,4.75,0.05
jzmve7t1,411381,bar,5,9.175,30,Female,College,0.25,20,0,10b,5,9.5,-0.9
jzmve7t1,411381,bar,5,9.175,30,Female,College,0.1,50,0,8b,5,28.75,-4.75
jzmvxyws,391230,none,0,7.375,37,Female,Graduate school,0.5,10,0,10b,5,4.75,0.05
jzmvxyws,391230,none,0,7.375,37,Female,Graduate school,0.1,50,0,12b,5,18.75,-2.75
jzmvxyws,391230,none,0,7.375,37,Female,Graduate school,0.25,20,0,10b,5,9.5,-0.9
jzmw3lj4,939622,bar,5,5.425,32,Female,College,0.25,20,0,11b,5,8.5,-0.7
jzmw3lj4,939622,bar,5,5.425,32,Female,College,0.1,50,0,9b,5,26.25,-4.25
jzmw3lj4,939622,bar,5,5.425,32,Female,College,0.5,10,0,6b,5,6.75,-0.35
jzmxkqkz,375736,icon,1,8.95,22,Female,Graduate school,0.25,20,0,0a,5,20,-3
jzmxkqkz,375736,icon,1,8.95,22,Female,Graduate school,0.1,50,0,12b,5,18.75,-2.75
jzmxkqkz,375736,icon,1,8.95,22,Female,Graduate school,0.5,10,0,0b,5,9.75,-0.95
jzmxjlh7,465590,bar,5,6.335,24,Male,College,0.25,20,0,10b,5,9.5,-0.9
jzmxjlh7,465590,bar,5,6.335,24,Male,College,0.5,10,0,11a,5,4.75,0.05
jzmxjlh7,465590,bar,5,6.335,24,Male,College,0.1,50,0,14b,5,13.75,-1.75
jzmvk7ky,1811446,triangle,4,6.715,27,Male,College,0.5,10,0,6b,5,6.75,-0.35
jzmvk7ky,1811446,triangle,4,6.715,27,Male,College,0.1,50,0,18a,5,6.25,-0.25
jzmvk7ky,1811446,triangle,4,6.715,27,Male,College,0.25,20,0,15b,5,4.5,0.1
jzmvenzn,599990,triangle,4,7.665,36,Female,College,0.5,10,0,12b,5,3.75,0.25
jzmvenzn,599990,triangle,4,7.665,36,Female,College,0.25,20,0,14b,5,5.5,-0.1
jzmvenzn,599990,triangle,4,7.665,36,Female,College,0.1,50,0,16b,5,8.75,-0.75
jzmvee2g,436813,none,0,6.815,27,Male,Graduate school,0.5,10,0,16b,5,1.75,0.65
jzmvee2g,436813,none,0,6.815,27,Male,Graduate school,0.1,50,0,11b,5,21.25,-3.25
jzmvee2g,436813,none,0,6.815,27,Male,Graduate school,0.25,20,0,17b,5,2.5,0.5
jzmvflds,313703,none,0,8.18,25,Male,College,0.25,20,0,10b,5,9.5,-0.9
jzmvflds,313703,none,0,8.18,25,Male,College,0.1,50,0,10b,5,23.75,-3.75
jzmvflds,313703,none,0,8.18,25,Male,College,0.5,10,0,10b,5,4.75,0.05
jzmwlqn9,329022,triangle,4,7.6,40,Male,Post-doctoral,0.5,10,0,13b,5,3.25,0.35
jzmwlqn9,329022,triangle,4,7.6,40,Male,Post-doctoral,0.25,20,0,17b,5,2.5,0.5
jzmwlqn9,329022,triangle,4,7.6,40,Male,Post-doctoral,0.1,50,0,4a,5,41.25,-7.25
jzmw1n3f,507850,pie,2,6.895,58,Female,College,0.1,50,0,8b,5,28.75,-4.75
jzmw1n3f,507850,pie,2,6.895,58,Female,College,0.25,20,0,5b,5,14.5,-1.9
jzmw1n3f,507850,pie,2,6.895,58,Female,College,0.5,10,0,9b,5,5.25,-0.05
jzmvms8l,676160,pie,2,7.855,33,Female,High school,0.1,50,0,12b,5,18.75,-2.75
jzmvms8l,676160,pie,2,7.855,33,Female,High school,0.25,20,0,10b,5,9.5,-0.9
jzmvms8l,676160,pie,2,7.855,33,Female,High school,0.5,10,0,10a,5,5.25,-0.05
jzmvfcn3,619963,icon,1,6.46,30,Female,High school,0.5,10,0,14b,5,2.75,0.45
jzmvfcn3,619963,icon,1,6.46,30,Female,High school,0.25,20,0,16b,5,3.5,0.3
jzmvfcn3,619963,icon,1,6.46,30,Female,High school,0.1,50,0,17b,5,6.25,-0.25
jzmvmtqv,622527,none,0,7.195,33,Male,College,0.25,20,0,10b,5,9.5,-0.9
jzmvmtqv,622527,none,0,7.195,33,Male,College,0.5,10,0,2b,5,8.75,-0.75
jzmvmtqv,622527,none,0,7.195,33,Male,College,0.1,50,0,12b,5,18.75,-2.75
jzmvlnbx,213576,bar,5,7.6,32,Male,College,0.1,50,0,14b,5,13.75,-1.75
jzmvlnbx,213576,bar,5,7.6,32,Male,College,0.5,10,0,13b,5,3.25,0.35
jzmvlnbx,213576,bar,5,7.6,32,Male,College,0.25,20,0,6b,5,13.5,-1.7
jzmx53jz,333799,circle,3,7.635,46,Male,High school,0.1,50,0,14b,5,13.75,-1.75
jzmx53jz,333799,circle,3,7.635,46,Male,High school,0.25,20,0,11b,5,8.5,-0.7
jzmx53jz,333799,circle,3,7.635,46,Male,High school,0.5,10,0,7b,5,6.25,-0.25
jzmvzx87,823464,pie,2,7.21,36,Female,High school,0.5,10,0,4b,5,7.75,-0.55
jzmvzx87,823464,pie,2,7.21,36,Female,High school,0.1,50,0,6b,5,33.75,-5.75
jzmvzx87,823464,pie,2,7.21,36,Female,High school,0.25,20,0,6b,5,13.5,-1.7
jzmvka6l,236625,pie,2,7.755,32,Female,College,0.25,20,0,10a,5,10.5,-1.1
jzmvka6l,236625,pie,2,7.755,32,Female,College,0.1,50,0,16a,5,11.25,-1.25
jzmvka6l,236625,pie,2,7.755,32,Female,College,0.5,10,0,11a,5,4.75,0.05
jzmvppow,1311512,none,0,6.215,49,Female,College,0.5,10,0,14b,5,2.75,0.45
jzmvppow,1311512,none,0,6.215,49,Female,College,0.25,20,0,14b,5,5.5,-0.1
jzmvppow,1311512,none,0,6.215,49,Female,College,0.1,50,0,19b,5,2.5,0.5
jzmwc9mj,312682,triangle,4,7.7,25,Male,College,0.1,50,0,0b,5,48.75,-8.75
jzmwc9mj,312682,triangle,4,7.7,25,Male,College,0.25,20,0,0b,5,19.5,-2.9
jzmwc9mj,312682,triangle,4,7.7,25,Male,College,0.5,10,0,0b,5,9.75,-0.95
jzmxcyvr,540435,none,0,5.44,32,Male,College,0.5,10,0,19b,5,0.5,0.9
jzmxcyvr,540435,none,0,5.44,32,Male,College,0.1,50,0,19b,5,2.5,0.5
jzmxcyvr,540435,none,0,5.44,32,Male,College,0.25,20,0,19b,5,1,0.8
jzmw9b08,807762,triangle,4,5.275,37,Male,College,0.25,20,0,0b,5,19.5,-2.9
jzmw9b08,807762,triangle,4,5.275,37,Male,College,0.1,50,0,19b,5,2.5,0.5
jzmw9b08,807762,triangle,4,5.275,37,Male,College,0.5,10,0,19b,5,0.5,0.9
jzmwihwp,599805,triangle,4,6.595,32,Female,High school,0.5,10,0,10b,5,4.75,0.05
jzmwihwp,599805,triangle,4,6.595,32,Female,High school,0.25,20,0,13b,5,6.5,-0.3
jzmwihwp,599805,triangle,4,6.595,32,Female,High school,0.1,50,0,14b,5,13.75,-1.75
jzmvjclo,406588,bar,5,7.33,31,Male,Graduate school,0.5,10,0,11b,5,4.25,0.15
jzmvjclo,406588,bar,5,7.33,31,Male,Graduate school,0.1,50,0,9b,5,26.25,-4.25
